  PID  PPID STARTED                          ELAPSED COMMAND
66515 66258 Fri Sep  4 14:15:40 2026        04:04:08 /Applications/Claude.app/Contents/Frameworks/Claude Helper.app/Contents/MacOS/Claude Helper --type=utility --utility-sub-type=audio.mojom.AudioService --lang=ko --service-sandbox-type=audio --message-loop-type-ui --user-data-dir=/Users/goos/Library/Application Support/Claude --standard-schemes=cowork-artifact,cowork-file,claude-media,claude-simulator,app --secure-schemes=cowork-artifact,cowork-file,claude-media,claude-simulator,app,sentry-ipc --bypasscsp-schemes=claude-media,claude-simulator,sentry-ipc --cors-schemes=claude-simulator,sentry-ipc --fetch-schemes=cowork-artifact,cowork-file,claude-simulator,app,sentry-ipc --service-worker-schemes=app --streaming-schemes=cowork-file,claude-media,claude-simulator --shared-files --field-trial-handle=1718379636,r,4066929643447975489,4160765493067034887,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,IsolatesPriorityUseProcessPriority,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=1935764596,r,18171857621538203617,6622337973040507910,4 --trace-process-track-uuid=3190708993808206286 --seatbelt-client=87
66516 66258 Fri Sep  4 14:15:40 2026        04:04:08 /Applications/Claude.app/Contents/Frameworks/Claude Helper.app/Contents/MacOS/Claude Helper --type=utility --utility-sub-type=video_capture.mojom.VideoCaptureService --lang=ko --service-sandbox-type=none --message-loop-type-ui --user-data-dir=/Users/goos/Library/Application Support/Claude --standard-schemes=cowork-artifact,cowork-file,claude-media,claude-simulator,app --secure-schemes=cowork-artifact,cowork-file,claude-media,claude-simulator,app,sentry-ipc --bypasscsp-schemes=claude-media,claude-simulator,sentry-ipc --cors-schemes=claude-simulator,sentry-ipc --fetch-schemes=cowork-artifact,cowork-file,claude-simulator,app,sentry-ipc --service-worker-schemes=app --streaming-schemes=cowork-file,claude-media,claude-simulator --shared-files --field-trial-handle=1718379636,r,4066929643447975489,4160765493067034887,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,IsolatesPriorityUseProcessPriority,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=1935764596,r,18171857621538203617,6622337973040507910,4 --trace-process-track-uuid=3190708994745248135
66518 66258 Fri Sep  4 14:15:41 2026        04:04:07 /Applications/Claude.app/Contents/Frameworks/Claude Helper.app/Contents/MacOS/Claude Helper --type=utility --utility-sub-type=node.mojom.NodeService --lang=ko --service-sandbox-type=none --user-data-dir=/Users/goos/Library/Application Support/Claude --standard-schemes=cowork-artifact,cowork-file,claude-media,claude-simulator,app --secure-schemes=cowork-artifact,cowork-file,claude-media,claude-simulator,app,sentry-ipc --bypasscsp-schemes=claude-media,claude-simulator,sentry-ipc --cors-schemes=claude-simulator,sentry-ipc --fetch-schemes=cowork-artifact,cowork-file,claude-simulator,app,sentry-ipc --service-worker-schemes=app --streaming-schemes=cowork-file,claude-media,claude-simulator --shared-files --field-trial-handle=1718379636,r,4066929643447975489,4160765493067034887,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,IsolatesPriorityUseProcessPriority,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=1935764596,r,18171857621538203617,6622337973040507910,4 --trace-process-track-uuid=3190708996619331833
66537     1 Thu Sep  3 20:22:14 2026        21:57:34 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
66554 13062 Fri Sep  4 18:19:43 2026           00:05 /bin/zsh -c source /Users/goos/.moai/claude-profiles/moai-adk/shell-snapshots/snapshot-zsh-1788303682317-f5px2z.sh 2>/dev/null || true && setopt NO_EXTENDED_GLOB NO_BARE_GLOB_QUAL 2>/dev/null || true && { \builtin unalias -- 'unsetenv'; \builtin unset -f -- 'unsetenv'; } >/dev/null 2>&1 || true && eval 'go test ./internal/hook/ -count=1 2>&1 | tail -5' < /dev/null && pwd -P >| /tmp/claude-fe87-cwd
66556 66554 Fri Sep  4 18:19:43 2026           00:05 go test ./internal/hook/ -count=1
66557 66554 Fri Sep  4 18:19:43 2026           00:05 tail -5
66573 66258 Fri Sep  4 14:15:42 2026        04:04:06 /Applications/Claude.app/Contents/Helpers/disclaimer --pgroup -- /Users/goos/.local/bin/uvx --python 3.12 browser-use@latest --cli-mcp
66574 66258 Fri Sep  4 14:15:42 2026        04:04:06 /Applications/Claude.app/Contents/Helpers/disclaimer --pgroup -- /opt/homebrew/bin/npx -y kordoc mcp
66575 66573 Fri Sep  4 14:15:42 2026        04:04:06 /Users/goos/.local/bin/uv tool uvx --python 3.12 browser-use@latest --cli-mcp
66576 66574 Fri Sep  4 14:15:42 2026        04:04:06 npm exec kordoc mcp    
66628 66576 Fri Sep  4 14:15:42 2026        04:04:06 node /Users/goos/.npm/_npx/5ea84d466de2b626/node_modules/.bin/kordoc mcp
66688 66258 Fri Sep  4 14:15:43 2026        04:04:05 /Applications/Claude.app/Contents/Frameworks/Claude Helper.app/Contents/MacOS/Claude Helper --type=utility --utility-sub-type=node.mojom.NodeService --lang=ko --service-sandbox-type=none --user-data-dir=/Users/goos/Library/Application Support/Claude --standard-schemes=cowork-artifact,cowork-file,claude-media,claude-simulator,app --secure-schemes=cowork-artifact,cowork-file,claude-media,claude-simulator,app,sentry-ipc --bypasscsp-schemes=claude-media,claude-simulator,sentry-ipc --cors-schemes=claude-simulator,sentry-ipc --fetch-schemes=cowork-artifact,cowork-file,claude-simulator,app,sentry-ipc --service-worker-schemes=app --streaming-schemes=cowork-file,claude-media,claude-simulator --shared-files --field-trial-handle=1718379636,r,4066929643447975489,4160765493067034887,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,IsolatesPriorityUseProcessPriority,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=1935764596,r,18171857621538203617,6622337973040507910,4 --trace-process-track-uuid=3190708997556373682
66741 66575 Fri Sep  4 14:15:44 2026        04:04:04 /Users/goos/.cache/uv/archive-v0/gmsQTqNPR-dXv3hFbymBa/bin/python /Users/goos/.cache/uv/archive-v0/gmsQTqNPR-dXv3hFbymBa/bin/browser-use --cli-mcp
66816     1 Sat Aug 29 18:34:22 2026     05-23:45:26 /Applications/Antigravity IDE.app/Contents/MacOS/Electron
66851     1 Fri Sep  4 14:15:47 2026        04:04:01 /System/Library/Frameworks/Virtualization.framework/Versions/A/XPCServices/com.apple.Virtualization.VirtualMachine.xpc/Contents/MacOS/com.apple.Virtualization.VirtualMachine
66856     1 Sat Aug 29 18:34:23 2026     05-23:45:25 /Applications/Antigravity IDE.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler --no-rate-limit --monitor-self-annotation=ptype=crashpad-handler --database=/Users/goos/Library/Application Support/Antigravity IDE/Crashpad --annotation=_companyName=Google --annotation=_productName=Antigravity IDE --annotation=_version=1.107.0 --annotation=plat=OS X --annotation=prod=Electron --annotation=ver=39.2.3 --handshake-fd=21
66857 66816 Sat Aug 29 18:34:23 2026     05-23:45:25 /Applications/Antigravity IDE.app/Contents/Frameworks/Antigravity IDE Helper (GPU).app/Contents/MacOS/Antigravity IDE Helper (GPU) --type=gpu-process --user-data-dir=/Users/goos/Library/Application Support/Antigravity IDE --gpu-preferences=SAAAAAAAAAAgAAAEAAAAAAAAAAAAAGAAAwAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --shared-files --field-trial-handle=1718379636,r,135529777918856447,6170127630225787715,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708988185955192 --seatbelt-client=34
66858 66816 Sat Aug 29 18:34:23 2026     05-23:45:25 /Applications/Antigravity IDE.app/Contents/Frameworks/Antigravity IDE Helper.app/Contents/MacOS/Antigravity IDE Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=ko --service-sandbox-type=network --user-data-dir=/Users/goos/Library/Application Support/Antigravity IDE --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,135529777918856447,6170127630225787715,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708989122997041 --seatbelt-client=34
66939 66556 Fri Sep  4 18:19:45 2026           00:03 /var/folders/kt/nq2q81cn4gx3y41r7x47ggmr0000gn/T/go-build1456344322/b001/hook.test -test.paniconexit0 -test.timeout=10m0s -test.count=1
66951     1 Sat Aug 29 18:34:24 2026     05-23:45:24 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
66971     1 Fri Sep  4 18:19:45 2026           00:03 sshd-session: root [priv]  
66973 66971 Fri Sep  4 18:19:45 2026           00:03 <defunct>
66974 66971 Fri Sep  4 18:19:45 2026           00:03 sshd-auth: root [net]  
66992     1 Sat Aug 29 18:34:24 2026     05-23:45:24 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
66993     1 Fri Sep  4 01:18:52 2026        17:00:56 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
67025 66816 Sat Aug 29 18:34:25 2026     05-23:45:23 /Applications/Antigravity IDE.app/Contents/Frameworks/Antigravity IDE Helper.app/Contents/MacOS/Antigravity IDE Helper --type=utility --utility-sub-type=audio.mojom.AudioService --lang=ko --service-sandbox-type=audio --message-loop-type-ui --user-data-dir=/Users/goos/Library/Application Support/Antigravity IDE --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,135529777918856447,6170127630225787715,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708990997080739 --seatbelt-client=86
67026 66816 Sat Aug 29 18:34:25 2026     05-23:45:23 /Applications/Antigravity IDE.app/Contents/Frameworks/Antigravity IDE Helper (Plugin).app/Contents/MacOS/Antigravity IDE Helper (Plugin) --type=utility --utility-sub-type=video_capture.mojom.VideoCaptureService --lang=ko --service-sandbox-type=none --message-loop-type-ui --user-data-dir=/Users/goos/Library/Application Support/Antigravity IDE --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,135529777918856447,6170127630225787715,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708991934122588
67044 66816 Sat Aug 29 18:34:25 2026     05-23:45:23 /Applications/Antigravity IDE.app/Contents/Frameworks/Antigravity IDE Helper.app/Contents/MacOS/Antigravity IDE Helper --type=utility --utility-sub-type=node.mojom.NodeService --lang=ko --service-sandbox-type=none --user-data-dir=/Users/goos/Library/Application Support/Antigravity IDE --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,135529777918856447,6170127630225787715,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708993808206286
67060     1 Sat Aug 29 18:34:25 2026     05-23:45:23 /System/Library/PrivateFrameworks/SafariPlatformSupport.framework/Versions/A/XPCServices/com.apple.SafariPlatformSupport.Helper.xpc/Contents/MacOS/com.apple.SafariPlatformSupport.Helper
67080     1 Sat Aug 29 18:34:25 2026     05-23:45:23 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
67082 66816 Sat Aug 29 18:34:25 2026     05-23:45:23 /Applications/Antigravity IDE.app/Contents/Resources/app/extensions/antigravity/bin/language_server_macos_arm --csrf_token 993e5b5e-72da-4b27-a073-3f9f0fde6e0b --extension_server_port 61095 --extension_server_csrf_token ac7c23eb-abc7-4788-be20-ca46dac34df4 --app_data_dir antigravity-ide --subclient_type ide --cloud_code_endpoint https://cloudcode-pa.googleapis.com
67151 67082 Sat Aug 29 18:34:26 2026     05-23:45:22 npm exec chrome-devtools-mcp@latest --autoConnect --no-usage-statistics --no-performance-crux      
67152 93790 Fri Sep  4 18:19:47 2026           00:01 /bin/bash /Users/goos/.moai/bin/cc-statusline.sh
67156 67152 Fri Sep  4 18:19:47 2026           00:01 moai statusline
67208 67156 Fri Sep  4 18:19:48 2026           00:00 (git)
67214 67151 Sat Aug 29 18:34:27 2026     05-23:45:21 chrome-devtools-mcp    
67237 66816 Sat Aug 29 18:34:27 2026     05-23:45:21 /Applications/Antigravity IDE.app/Contents/Frameworks/Antigravity IDE Helper.app/Contents/MacOS/Antigravity IDE Helper --type=utility --utility-sub-type=node.mojom.NodeService --lang=ko --service-sandbox-type=none --user-data-dir=/Users/goos/Library/Application Support/Antigravity IDE --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,135529777918856447,6170127630225787715,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708996619331833
67255 66939 Fri Sep  4 18:19:48 2026           00:00 /Applications/Xcode.app/Contents/Developer/usr/bin/git -C /var/folders/kt/nq2q81cn4gx3y41r7x47ggmr0000gn/T/TestBranchGuardFlagClass_EndToEndDenial1188114123/001 init
67260 61963 Fri Sep  4 18:19:48 2026           00:00 ps -Ao pid,ppid,lstart,etime,command
67358     1 Sat Aug 29 23:25:40 2026     05-18:54:08 /System/Library/PrivateFrameworks/MessagesBlastDoorSupport.framework/Versions/A/XPCServices/MessagesBlastDoorService.xpc/Contents/MacOS/MessagesBlastDoorService
67376     1 Sat Aug 29 23:25:41 2026     05-18:54:07 /System/Library/PrivateFrameworks/IMTranscoding.framework/XPCServices/IMTranscoderAgent.xpc/Contents/MacOS/IMTranscoderAgent
67377     1 Sat Aug 29 23:25:41 2026     05-18:54:07 /System/Library/PrivateFrameworks/MessagesBlastDoorSupport.framework/Versions/A/XPCServices/MessagesBlastDoorService.xpc/Contents/MacOS/MessagesBlastDoorService
67420     1 Fri Aug 28 16:36:59 2026     07-01:42:49 /System/Library/ExtensionKit/Extensions/TextThumbnailExtension.appex/Contents/MacOS/TextThumbnailExtension -LaunchArguments eyJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZSwidHlwZSI6MSwic2VydmljZU5hbWUiOiJjb20uYXBwbGUucXVpY2tsb29rLnRodW1ibmFpbC5UZXh0RXh0ZW5zaW9uIn0=
67533 67082 Sat Aug 29 18:34:31 2026     05-23:45:17 npm exec @upstash/context7-mcp@latest   
67577 67533 Sat Aug 29 18:34:32 2026     05-23:45:16 node /Users/goos/.npm/_npx/c35ab75beed40a3c/node_modules/.bin/context7-mcp
67879     1 Tue Sep  1 09:58:55 2026     03-08:20:53 /System/Library/PrivateFrameworks/MessagesBlastDoorSupport.framework/Versions/A/XPCServices/MessagesBlastDoorService.xpc/Contents/MacOS/MessagesBlastDoorService
67956     1 Sat Aug 29 23:25:59 2026     05-18:53:49 /System/Library/PrivateFrameworks/MessagesBlastDoorSupport.framework/Versions/A/XPCServices/HubbleBlastDoorService.xpc/Contents/MacOS/HubbleBlastDoorService
68178 68158 Wed Sep  2 21:18:05 2026     01-21:01:43 /Users/goos/go/bin/gopls ** telemetry **
68710     1 Fri Aug 28 16:42:46 2026     07-01:37:02 /System/Library/ExtensionKit/Extensions/FontThumbnailExtension.appex/Contents/MacOS/FontThumbnailExtension -LaunchArguments eyJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZSwidHlwZSI6MSwic2VydmljZU5hbWUiOiJjb20uYXBwbGUucXVpY2tsb29rLnRodW1ibmFpbC5Gb250RXh0ZW5zaW9uIn0=
68746 82203 Mon Aug 31 15:42:25 2026     04-02:37:23 /Applications/Codex.app/Contents/Resources/cua_node/bin/node_repl
68747 82203 Mon Aug 31 15:42:25 2026     04-02:37:23 /Applications/Codex.app/Contents/Resources/cua_node/bin/node ./server.mjs
68980 68958 Wed Sep  2 20:45:08 2026     01-21:34:40 /Users/goos/go/bin/gopls ** telemetry **
69446     1 Tue Sep  1 17:04:57 2026     03-01:14:51 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
69447     1 Tue Sep  1 17:04:57 2026     03-01:14:51 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
69649     1 Fri Aug 28 16:47:14 2026     07-01:32:34 /System/Library/Frameworks/QuickLookUI.framework/Versions/A/PlugIns/QLPreviewGenerationExtension.appex/Contents/MacOS/QLPreviewGenerationExtension -AppleLanguages ("ko-KR")
69751     1 Fri Aug 28 16:47:52 2026     07-01:31:56 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/SpeechSynthesis.framework/Versions/A/XPCServices/SpeechSynthesisServerXPC.xpc/Contents/MacOS/SpeechSynthesisServerXPC
70140     1 Sat Aug 29 18:35:11 2026     05-23:44:37 /Applications/Antigravity IDE.app/Contents/Frameworks/Squirrel.framework/Resources/ShipIt com.google.antigravity-ide.ShipIt /Users/goos/Library/Caches/com.google.antigravity-ide.ShipIt/ShipItState.plist
70556     1 Sun Aug 30 23:29:28 2026     04-18:50:20 /System/Library/PrivateFrameworks/SafariPlatformSupport.framework/Versions/A/XPCServices/com.apple.SafariPlatformSupport.Helper.xpc/Contents/MacOS/com.apple.SafariPlatformSupport.Helper
70840   655 Mon Aug 31 15:20:39 2026     04-02:59:09 <defunct>
71226     1 Tue Sep  1 21:50:22 2026     02-20:29:26 /System/Library/PrivateFrameworks/DiskImages.framework/Resources/diskimages-helper -uuid 6E40665B-87D1-4B43-BD0E-DD8F83FD1A61 -post-exec 4
71294   655 Thu Sep  3 21:31:54 2026        20:47:54 /Applications/Aside.app/Contents/Frameworks/Aside Framework.framework/Versions/1.0.825.1/Helpers/Aside Helper (Renderer).app/Contents/MacOS/Aside Helper (Renderer) --type=renderer --lang=ko --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=9027 --time-ticks-at-unix-epoch=-1787884381749174 --launch-time-ticks=538981868086 --shared-files --metrics-shmem-handle=1752395122,r,5406994690121548062,1396094726939062562,2097152 --field-trial-handle=1718379636,r,8973386663554932656,2803560689447034886,262144 --variations-seed-version --pseudonymization-salt-handle=1935764596,r,15628244148561003159,15449961104907202794,4 --trace-process-track-uuid=3190717444988642417 --seatbelt-client=356
71457     1 Sun Aug 30 23:29:41 2026     04-18:50:07 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTEncoderXPCService.xpc/Contents/MacOS/VTEncoderXPCService
71743     1 Sun Aug 30 23:52:06 2026     04-18:27:42 node /opt/homebrew/Cellar/agent-browser/0.11.1/libexec/lib/node_modules/agent-browser/bin/../dist/daemon.js
71798 71743 Sun Aug 30 23:52:07 2026     04-18:27:41 /Users/goos/Library/Caches/ms-playwright/chromium_headless_shell-1208/chrome-headless-shell-mac-arm64/chrome-headless-shell --disable-field-trial-config --disable-background-networking --disable-background-timer-throttling --disable-backgrounding-occluded-windows --disable-back-forward-cache --disable-breakpad --disable-client-side-phishing-detection --disable-component-extensions-with-background-pages --disable-component-update --no-default-browser-check --disable-default-apps --disable-dev-shm-usage --disable-extensions --disable-features=AvoidUnnecessaryBeforeUnloadCheckSync,BoundaryEventDispatchTracksNodeRemoval,DestroyProfileOnBrowserClose,DialMediaRouteProvider,GlobalMediaControls,HttpsUpgrades,LensOverlay,MediaRouter,PaintHolding,ThirdPartyStoragePartitioning,Translate,AutoDeElevate,RenderDocument,OptimizationHints --enable-features=CDPScreenshotNewSurface --allow-pre-commit-input --disable-hang-monitor --disable-ipc-flooding-protection --disable-popup-blocking --disable-prompt-on-repost --disable-renderer-backgrounding --force-color-profile=srgb --metrics-recording-only --no-first-run --password-store=basic --use-mock-keychain --no-service-autorun --export-tagged-pdf --disable-search-engine-choice-screen --unsafely-disable-devtools-self-xss-warnings --edge-skip-compat-layer-relaunch --enable-automation --disable-infobars --disable-search-engine-choice-screen --disable-sync --headless --hide-scrollbars --mute-audio --blink-settings=primaryHoverType=2,availableHoverTypes=2,primaryPointerType=4,availablePointerTypes=4 --no-sandbox --user-data-dir=/var/folders/kt/nq2q81cn4gx3y41r7x47ggmr0000gn/T/playwright_chromiumdev_profile-Vr5c8e --remote-debugging-pipe --no-startup-window
71803 71798 Sun Aug 30 23:52:07 2026     04-18:27:41 /Users/goos/Library/Caches/ms-playwright/chromium_headless_shell-1208/chrome-headless-shell-mac-arm64/chrome-headless-shell --type=gpu-process --no-sandbox --disable-breakpad --headless --use-angle=swiftshader-webgl --gpu-preferences=SAAAAAAAAAAgAQAEAAAAAAAAAAAAAGAAAwAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --use-gl=angle --shared-files --field-trial-handle=1718379636,r,7315823220808038376,448445316200907852,262144 --enable-features=CDPScreenshotNewSurface --disable-features=AutoDeElevate,AvoidUnnecessaryBeforeUnloadCheckSync,BoundaryEventDispatchTracksNodeRemoval,DestroyProfileOnBrowserClose,DialMediaRouteProvider,GlobalMediaControls,HttpsUpgrades,LensOverlay,MediaRouter,OptimizationHints,PaintHolding,RenderDocument,ThirdPartyStoragePartitioning,Translate --variations-seed-version --trace-process-track-uuid=3190708988185955192
71804 71798 Sun Aug 30 23:52:07 2026     04-18:27:41 /Users/goos/Library/Caches/ms-playwright/chromium_headless_shell-1208/chrome-headless-shell-mac-arm64/chrome-headless-shell --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --no-sandbox --use-angle=swiftshader-webgl --use-gl=angle --mute-audio --headless=old --shared-files --field-trial-handle=1718379636,r,7315823220808038376,448445316200907852,262144 --enable-features=CDPScreenshotNewSurface --disable-features=AutoDeElevate,AvoidUnnecessaryBeforeUnloadCheckSync,BoundaryEventDispatchTracksNodeRemoval,DestroyProfileOnBrowserClose,DialMediaRouteProvider,GlobalMediaControls,HttpsUpgrades,LensOverlay,MediaRouter,OptimizationHints,PaintHolding,RenderDocument,ThirdPartyStoragePartitioning,Translate --variations-seed-version --trace-process-track-uuid=3190708989122997041
